"callsign","band","channel","TX","RX","mode","QTHR","where","postcode","region","code","keeper","lat","lon",
MB7ALV,70CM,,430.062500,430.062500,AV,IO83LL,LIVERPOOL,L21,NOR,94.8,G7OEA,53.46,-3.00,
MB7AME,70CM,,430.025000,430.025000,AV,IO81HS,MERTHYR TYDFIL,CF48,WM,88.5,GW0UXJ,51.76,-3.40,
MB7AMH,70CM,,430.025000,430.025000,AV,IO81WI,MELKSHAM,SN12,SW,71.9,2E0MHG,51.40,-2.10,
MB7AMS,4M,4M,70.387500,70.387500,AV,JO01AP,LOUGHTON,IG10,SE,110.9,2E0EMO,51.70,0.70,
MB7AMS,70CM,,430.025000,430.025000,AV,JO01AP,LOUGHTON,IG10,SE,110.9,2E0EMO,51.70,0.70,
MB7AMT,70CM,,430.037500,430.037500,AV,IO92ML,MARKET HARBOROUGH,LE1,MIDL,103.5,2E0XVX,52.49,-0.93,
MB7ANL,70CM,,430.062500,430.062500,AV,IO82VX,NEWCASTLE UNDER LYME,ST,MIDL,77.0,M0MVK,53.00,-2.20,
MB7ANM,4M,4M,70.387500,70.387500,AV,IO83TR,OSWALDTWISTLE,BB5,NOR,82.5,M0NFI,53.74,-2.39,
MB7ANT,10M,10M,29.280000,29.280000,AV,IO81LN,NEWPORT,NP10,WM,94.8,GW6RTV,51.56,-3.03,
MB7ANW,70CM,,430.025000,430.025000,AV,IO83QJ,WARRINGTON,WA2,NOR,82.5,M0XLR,53.40,-2.59,
MB7APL,70CM,,430.037500,430.037500,AV,IO83SM,ATHERTON,M46,NOR,82.5,G1DTV,53.50,-2.50,
MB7ASC,4M,4M,70.387500,70.387500,AV,IO86AC,STIRLING,FK7,SCOT,103.5,GM0WUR,56.09,-3.93,
MB7ASL,70CM,,430.062500,430.062500,AV,IO93SA,SLEAFORD,NG34,MIDL,77.0,2E0ENN,53.00,-0.50,
MB7ASU,70CM,,430.037500,430.037500,AV,IO94GV,SUNDERLAND,SR4,NOR,118.8,G4EKM,54.89,-1.46,
MB7ASY,70CM,,430.037500,430.037500,AV,IO82OQ,SHREWSBURY,SY3,WM,103.5,M1FEV,52.70,-2.80,
MB7AUE,70CM,,430.037500,430.037500,AV,IO81VK,CORSHAM,SN13,SW,118.8,G0IUE,51.40,-2.20,
MB7AUR,70CM,,430.025000,430.025000,AV,IO92KT,LOUGHBOROUGH,LE12,MIDL,77.0,M1GUR,52.80,-1.11,
MB7AVZ,70CM,,430.025000,430.025000,AV,IO93IK,ROTHERHAM,S65,NOR,71.9,G4VZV,53.40,-1.30,
MB7AXY,70CM,,430.075000,430.075000,AV,IO93FR,WAKEFIELD,WF3,NOR,88.5,2E0LXY,53.73,-1.57,
MB7AYS,70CM,,430.062500,430.062500,AV,IO80QW,YEOVIL,BA21,SW,77.0,G7OGG,51.00,-2.60,
MB7AZE,70CM,,430.050000,430.050000,AV,IP90GG,AITH,ZE2,SCOT,77.0,GM4SLV,60.29,-1.42,
MB7AZZ,70CM,,430.012500,430.012500,AV,IO83NI,LIVERPOOL,L25,NOR,77.0,M0OAU,53.40,-2.80,
MB7IAA,2M,2M,145.237500,145.237500,AV,IO93PO,SCUNTHORPE,DN15,MIDL,88.5,M0NEY,53.60,-0.70,
MB7IAD,2M,2M,145.287500,145.287500,AV,JO02AL,CHATTERIS,PE16,SE,94.8,G6OHM,52.46,0.05,
MB7IAE,10M,10M,29.290000,29.290000,AV,IO84VV,ALLENDALE,NE47,NOR,118.8,M0UKB,54.90,-2.25,
MB7IAE,2M,,144.962500,144.962500,AV,IO84VV,ALLENDALE,NE47,NOR,118.8,M0UKB,54.90,-2.25,
MB7IAF,2M,2M,145.287500,145.287500,AV,IO64XM,LISBURN,BT28,NI,118.8,GI7PWQ,54.51,-6.06,
MB7IAS,2M,2M,144.962500,144.962500,AV,JO02QF,FRAMLINGHAM,IP13,SE,110.9,G1NRL,52.23,1.33,
MB7IAT,2M,,144.900000,144.900000,AV,IO93HC,ALFRETON,DE55,MIDL,77.0,G7TYP,53.10,-1.38,
MB7IBH,2M,,145.337500,145.337500,AV,IO75RX,ALEXANDRIA,G83,SCOT,103.5,MM0ELF,55.98,-4.56,
MB7IBL,2M,,144.900000,144.900000,AV,IO83VS,BURNLEY,BB10,NOR,103.5,2E0VNY,53.79,-2.23,
MB7IBN,2M,2M,145.212500,145.212500,AV,IO92XX,BOSTON,PE21,MIDL,94.8,M0TLC,52.99,-0.04,
MB7IBR,2M,2M,144.962500,144.962500,AV,JO01AK,BROMLEY,BR,SE,103.5,G0WYG,51.43,0.01,
MB7IBR,6M,6M,50.520000,50.520000,AV,JO01AK,BROMLEY,BR1,SE,103.5,G0WYG,51.43,0.01,
MB7IBW,2M,,144.912500,144.912500,AV,IO93HO,WAKEFIELD,WF4,NOR,82.5,M0YDG,53.62,-1.41,
MB7IBX,2M,,144.900000,144.900000,AV,JO00FU,BEXHILL-ON-SEA,TN40,SE,103.5,M0JDN,50.85,0.48,
MB7IBZ,2M,,144.962500,144.962500,AV,IO93KH,WORKSOP,S80,MIDL,77.0,2E0KBZ,53.31,-1.12,
MB7ICC,2M,2M,145.212500,145.212500,AV,IO94HM,STOCKTON-ON-TEES,TS16,NOR,118.8,2E0ICC,54.50,-1.40,
MB7ICW,2M,,145.212500,145.212500,AV,IO91SM,WEST DRAYTON,UB7,SE,77.0,2E0UCW,51.51,-0.47,
MB7IDA,2M,,145.337500,145.337500,AV,JO01GQ,CHELMSFORD,CM2,SE,110.9,G7GAN,51.71,0.50,
MB7IDC,2M,2M,145.237500,145.237500,AV,IO83JE,MOLD,CH7,WM,110.9,2W0TDK,53.19,-3.18,
MB7IDD,2M,,145.237500,145.237500,AV,IO86ML,DUNDEE,DD4,SCOT,103.5,MM0TMG,56.50,-2.90,
MB7IDG,2M,,144.962500,144.962500,AV,IO75RX,ALEXANDRIA,G83,SCOT,8,2M0JUM,56.00,-4.60,
MB7IDJ,2M,,144.912500,144.912500,AV,IO83RL,LEIGH,WN,NOR,94.8,M0HOY,53.48,-2.54,
MB7IDP,2M,2M,145.337500,145.337500,AV,IO92AQ,CANNOCK,WS12,MIDL,103.5,M0GYO,52.70,-1.98,
MB7IDT,2M,2M,145.337500,145.337500,AV,IO92SA,AMPTHILL,MK45,MIDL,77.0,G4FKI,52.03,-0.49,
MB7IFD,2M,,144.912500,144.912500,AV,IO83LV,FLEETWOOD,FY,NOR,82.5,M0RGV,53.91,-3.05,
MB7IFN,2M,,145.237500,145.237500,AV,IO81MN,NEWPORT,NP20,WM,94.8,GW8SZL,51.58,-2.99,
MB7IFZ,2M,2M,145.287500,145.287500,AV,IO84FM,FRIZINGTON,CA26,NOR,77.0,M0LVL,54.54,-3.49,
MB7IGC,2M,2M,145.212500,145.212500,AV,IO93FI,SHEFFIELD,S10,NOR,71.9,G4CUI,53.37,-1.55,
MB7IHA,2M,,144.912500,144.912500,AV,IO91UU,HARPENDEN,SG4,SE,67.0,G4HSO,51.84,-0.31,
MB7IIG,2M,2M,145.237500,145.237500,AV,IO92VW,DONINGTON,PE20,MIDL,71.9,M1CNX,52.92,-0.18,
MB7IJZ,2M,,145.337500,145.337500,AV,IO90HX,EASTLEIGH,SO53,SW,71.9,G6XJZ,51.00,-1.40,
MB7IKL,2M,2M,144.962500,144.962500,AV,IO81WL,CHIPPENHAM,SN15,SW,77.0,G6HUI,51.49,-2.11,
MB7IKP,2M,2M,144.962500,144.962500,AV,IO74DM,COMBER,BT23,NI,71.9,GI0VKP,54.50,-5.70,
MB7ILA,2M,2M,144.962500,144.962500,AV,IO87MM,KEITH,AB55,SCOT,77.0,GM0LVK,57.54,-2.95,
MB7ILB,2M,,145.287500,145.287500,AV,IO93HK,ROTHERHAM,S65,NOR,71.9,G4NJI,53.44,-1.33,
MB7ILF,2M,2M,145.287500,145.287500,AV,IO93VV,HORNSEA,HU1,NOR,88.5,M0FLF,53.91,-0.17,
MB7ILH,2M,2M,144.962500,144.962500,AV,IO92GE,LEAMINGTON SPA,CV33,MIDL,67.0,G4USP,52.20,-1.49,
MB7ILO,6M,,50.540000,50.540000,AV,IO93RE,LINCOLN,LN5,MIDL,71.9,G7RUP,53.20,-0.55,
MB7ILO,2M,2M,145.337500,145.337500,AV,IO93RE,LINCOLN,LN5,MIDL,71.9,G7RUP,53.20,-0.55,
MB7ILP,2M,2M,144.962500,144.962500,AV,IO72TW,PWLLHELI,LL53,WM,110.9,MW0RHD,52.94,-4.35,
MB7ILV,2M,2M,145.212500,145.212500,AV,IO83LL,LIVERPOOL,L21,NOR,94.8,G7OEA,53.46,-3.00,
MB7IMB,2M,,145.237500,145.237500,AV,IO84NB,MORECAMBE,LA4,NOR,110.9,G0VGS,54.10,-2.80,
MB7IMS,2M,,145.237500,145.237500,AV,JO01AP,LOUGHTON,IG10,SE,110.9,2E0EMO,51.66,0.07,
MB7IMS,6M,,50.530000,50.530000,AV,JO01AP,LOUGHTON,IG10,SE,110.9,2E0EMO,51.70,0.10,
MB7IMT,2M,,144.912500,144.912500,AV,IO92ML,MARKET HARBOROUGH,LE16,MIDL,103.5,2E0XVX,52.49,-0.93,
MB7INI,2M,2M,145.337500,145.337500,AV,IO74CR,CARRICKFERGUS,BT38,NI,77.0,GI0BJH,54.70,-5.80,
MB7INK,6M,6M,50.520000,50.520000,AV,IO83SO,BOLTON,BL,NOR,82.5,G4YNK,53.60,-2.43,
MB7INM,2M,2M,145.287500,145.287500,AV,IO83TR,OSWALDTWISTLE,BB5,NOR,82.5,M0NFI,53.74,-2.39,
MB7INP,2M,2M,145.337500,145.337500,AV,IO71LW,HAVERFORDWEST,SA62,WM,94.8,2W0LXT,51.93,-5.00,
MB7INS,2M,,145.287500,145.287500,AV,IO81OJ,CLEVEDON ,BS49,SW,77.0,G1DCG,51.40,-2.80,
MB7INX,2M,,144.962500,144.962500,AV,IO81GQ,CWMBACH,CF44,WM,94.8,GW4UAJ,51.71,-3.42,
MB7IOK,2M,,144.912500,144.912500,AV,JO01GJ,GILLINGHAM,ME7,SE,103.5,2E0SGG,51.39,0.56,
MB7IPC,2M,2M,145.237500,145.237500,AV,IO90LT,PORTSMOUTH,PO2,SW,71.9,G7RPG,50.80,-1.10,
MB7IPD,2M,,145.287500,145.287500,AV,IO90AR,BOURNEMOUTH,BH12,SW,71.9,2E0VOV,50.75,-1.94,
MB7IPE,10M,10M,29.280000,29.280000,AV,IO97CM,PETERHEAD,AB42,SCOT,94.8,MM0ICX,57.50,-1.80,
MB7IPH,2M,2M,145.237500,145.237500,AV,JO01HE,HEADCORN,TN27,SE,77.0,G4ZXI,51.17,0.62,
MB7IPR,2M,,144.912500,144.912500,AV,IO90AO,SWANAGE ,BH19,SW,77.0,G0VZY ,50.60,-2.00,
MB7ISC,2M,,145.287500,145.287500,AV,IO86AC,STIRLING,FK7,SCOT,103.5,GM0WUR,56.09,-3.93,
MB7ISC,6M,,50.540000,50.540000,AV,IO86AC,STIRLING,FK7,SCOT,103.5,GM0WUR,56.09,-3.93,
MB7ISJ,10M,10M,29.270000,29.270000,AV,IO83RF,NORTHWICH,CW9,NOR,77.0,M0WTX,53.22,-2.52,
MB7ISM,2M,,144.962500,144.962500,AV,IO86OE,ST MONANS,KY10,SCOT,103.5,MM0DXE,56.20,-2.80,
MB7ISP,2M,,144.900000,144.900000,AV,JO01BK,SIDCUP,DA15,SE,77.0,G4NHP,51.45,0.09,
MB7IST,2M,2M,145.287500,145.287500,AV,IO83UA,NEWCASTLE-UNDER-LYME,ST5,MIDL,103.5,G7GRR,53.02,-2.29,
MB7ISW,2M,2M,145.212500,145.212500,AV,IO81IK,BARRY,CF62,WM,94.8,GW3WSU,51.42,-3.27,
MB7ISX,2M,,145.287500,145.287500,AV,JO01IM,SOUTHEND ON SEA,SS0,SE,110.9,2E1HWE,51.54,0.70,
MB7ITA,2M,,145.337500,145.337500,AV,IO85HW,EDINBURGH,EH29,SCOT,94.8,GM7OBI,55.90,-3.40,
MB7ITG,2M,2M,144.962500,144.962500,AV,IO82SP,TELFORD,TF7,WM,94.8,2E0YYB,52.64,-2.46,
MB7ITV,2M,,145.237500,145.237500,AV,IO94GQ,DURHAM,TS29,NOR,88.5,M0ITO,54.70,-1.43,
MB7IUE,6M,,50.530000,50.530000,AV,IO81VK,CORSHAM,SN13,SW,118.8,G0IUE,51.40,-2.20,
MB7IUK,2M,2M,144.962500,144.962500,AV,IO83XM,ASHTON-UNDER-LYNE,OL6,NOR,110.9,M0NCZ,53.51,-2.08,
MB7IVA,2M,,144.962500,144.962500,AV,IO71UU,CARMARTHEN,SA3,WM,94.8,GW4RVA,51.86,-4.30,
MB7IVG,2M,2M,144.962500,144.962500,AV,IO84UA,LONG PRESTON,BD23,NOR,103.5,M0VHG,54.02,-2.26,
MB7IVU,2M,,145.337500,145.337500,AV,IO94DR,BISHOP AUCKLAND,DL14,NOR,118.8,G0OCB,54.68,-1.78,
MB7IWC,6M,,50.530000,50.530000,AV,IO93CR,CLECKHEATON,BD19,NOR,77.0,2E0MBQ,53.73,-1.75,
MB7IWG,2M,2M,145.287500,145.287500,AV,IO91VT,WELWYN GARDEN CITY,AL8,SE,82.5,M1DYP,51.82,-0.21,
MB7IWK,2M,2M,145.337500,145.337500,AV,IO83KI,WEST KIRBY,CH48,NOR,82.5,G7NIR,53.37,-3.16,
MB7IWO,2M,,145.287500,145.287500,AV,IO91GS,WITNEY,OX2,SE,118.8,G0CQZ,51.78,-1.50,
MB7IWV,2M,,144.962500,144.962500,AV,IO90LU,HAVANT,PO9,SE,71.9,M0MUU,50.86,-1.01,
MB7IZR,2M,,144.962500,144.962500,AV,IO94HS,PETERLEE,SR,NOR,118.8,M0TZR,54.76,-1.34,
MB7PH,23CM,23CM,1297.900000,1297.900000,AV,JO01CN,GIDEA PARK,RM2,SE,110.9,G4GBW,51.58,0.21,
